From	Entry	Reviewed	Entry Name	Protein names	Gene Names	Length	Tissue specificity	Bgee
DDX3X	A0A2R8Y4A4	unreviewed	A0A2R8Y4A4_HUMAN	RNA helicase (EC 3.6.4.13)	DDX3X	662		ENSG00000215301;
DDX3X	A0A2R8Y4D2	unreviewed	A0A2R8Y4D2_HUMAN	DEAD-box helicase 3 X-linked	DDX3X	78		ENSG00000215301;
DDX3X	A0A2R8Y5G6	unreviewed	A0A2R8Y5G6_HUMAN	RNA helicase (EC 3.6.4.13)	DDX3X	622		ENSG00000215301;
DDX3X	A0A2R8Y645	unreviewed	A0A2R8Y645_HUMAN	RNA helicase (EC 3.6.4.13)	DDX3X	716		ENSG00000215301;
DDX3X	A0A2R8Y650	unreviewed	A0A2R8Y650_HUMAN	DEAD-box helicase 3 X-linked	DDX3X	193		ENSG00000215301;
DDX3X	A0A2R8Y770	unreviewed	A0A2R8Y770_HUMAN	DEAD-box helicase 3 X-linked	DDX3X	61		ENSG00000215301;
DDX3X	A0A2R8Y7T2	unreviewed	A0A2R8Y7T2_HUMAN	RNA helicase (EC 3.6.4.13)	DDX3X	476		ENSG00000215301;
DDX3X	A0A2R8YCU0	unreviewed	A0A2R8YCU0_HUMAN	DEAD-box helicase 3 X-linked	DDX3X	181		ENSG00000215301;
DDX3X	A0A2R8YCW1	unreviewed	A0A2R8YCW1_HUMAN	RNA helicase (EC 3.6.4.13)	DDX3X	647		ENSG00000215301;
DDX3X	A0A2R8YDH3	unreviewed	A0A2R8YDH3_HUMAN	RNA helicase (EC 3.6.4.13)	DDX3X	503		ENSG00000215301;
DDX3X	A0A2R8YDT5	unreviewed	A0A2R8YDT5_HUMAN	RNA helicase (EC 3.6.4.13)	DDX3X	475		ENSG00000215301;
DDX3X	A0A2R8YF31	unreviewed	A0A2R8YF31_HUMAN	DEAD-box helicase 3 X-linked	DDX3X	40		ENSG00000215301;
DDX3X	A0A2R8YF78	unreviewed	A0A2R8YF78_HUMAN	RNA helicase (EC 3.6.4.13)	DDX3X	641		ENSG00000215301;
DDX3X	A0A2R8YF89	unreviewed	A0A2R8YF89_HUMAN	DEAD-box helicase 3 X-linked	DDX3X	96		ENSG00000215301;
DDX3X	A0A2R8YFR4	unreviewed	A0A2R8YFR4_HUMAN	RNA helicase (EC 3.6.4.13)	DDX3X	660		ENSG00000215301;
DDX3X	A0A2R8YFS5	unreviewed	A0A2R8YFS5_HUMAN	RNA helicase (EC 3.6.4.13)	DDX3X	661		ENSG00000215301;
DDX3X	A0A2R8YGJ1	unreviewed	A0A2R8YGJ1_HUMAN	DEAD-box helicase 3 X-linked	DDX3X	48		ENSG00000215301;
DDX3X	A0A2U3TZJ9	unreviewed	A0A2U3TZJ9_HUMAN	RNA helicase (EC 3.6.4.13)	DDX3X	661		ENSG00000215301;
DDX3X	B5BTY4	unreviewed	B5BTY4_HUMAN	RNA helicase (EC 3.6.4.13)	DDX3X	662		
DDX3X	F6S8Q4	unreviewed	F6S8Q4_HUMAN	RNA helicase (EC 3.6.4.13)	DDX3X	629		ENSG00000215301;
DDX3Y	O15523	reviewed	DDX3Y_HUMAN	ATP-dependent RNA helicase DDX3Y (EC 3.6.4.13) (DEAD box protein 3, Y-chromosomal)	DDX3Y DBY	660	TISSUE SPECIFICITY: Widely expressed at the mRNA level, with highest levels in testis (PubMed:9381176). Testis-specific (at protein level). Expressed predominantly in spermatogonia, but occasionally detected in some pre-leptotene/leptotene spermatocytes (PubMed:15294876). {ECO:0000269|PubMed:15294876, ECO:0000269|PubMed:9381176}.	ENSG00000067048;
DDX3Y	C9J081	unreviewed	C9J081_HUMAN	RNA helicase (EC 3.6.4.13)	DDX3Y	250		ENSG00000067048;
DDX3Y	C9J8G5	unreviewed	C9J8G5_HUMAN	RNA helicase (EC 3.6.4.13)	DDX3Y	224		ENSG00000067048;
DDX4	Q9NQI0	reviewed	DDX4_HUMAN	Probable ATP-dependent RNA helicase DDX4 (EC 3.6.4.13) (DEAD box protein 4) (Vasa homolog)	DDX4 VASA	724	TISSUE SPECIFICITY: Expressed only in ovary and testis. Expressed in migratory primordial germ cells in the region of the gonadal ridge in both sexes. {ECO:0000269|PubMed:10920202}.	ENSG00000152670;
DDX4	D6RAF5	unreviewed	D6RAF5_HUMAN	DEAD-box helicase 4	DDX4	105		ENSG00000152670;
DDX4	D6RAT7	unreviewed	D6RAT7_HUMAN	DEAD-box helicase 4	DDX4	142		ENSG00000152670;
DDX4	D6RBL3	unreviewed	D6RBL3_HUMAN	DEAD-box helicase 4	DDX4	159		ENSG00000152670;
DDX4	D6RCM4	unreviewed	D6RCM4_HUMAN	RNA helicase (EC 3.6.4.13)	DDX4	518		ENSG00000152670;
DDX4	D6RIB2	unreviewed	D6RIB2_HUMAN	DEAD-box helicase 4	DDX4	156		ENSG00000152670;
DDX4	H0Y960	unreviewed	H0Y960_HUMAN	RNA helicase (EC 3.6.4.13)	DDX4	305		ENSG00000152670;
DDX4	H0YBW0	unreviewed	H0YBW0_HUMAN	DEAD-box helicase 4	DDX4	50		ENSG00000152670;
DDX41	Q9UJV9	reviewed	DDX41_HUMAN	Probable ATP-dependent RNA helicase DDX41 (EC 3.6.4.13) (DEAD box protein 41) (DEAD box protein abstrakt homolog)	DDX41 ABS	622		ENSG00000183258;
DDX41	A0A499FJW5	unreviewed	A0A499FJW5_HUMAN	RNA helicase (EC 3.6.4.13)	DDX41	312		ENSG00000183258;
DDX41	B3KRK2	unreviewed	B3KRK2_HUMAN	RNA helicase (EC 3.6.4.13)	DDX41 hCG_2039392	496		
DDX41	D6RD33	unreviewed	D6RD33_HUMAN	DEAD-box helicase 41	DDX41	49		ENSG00000183258;
DDX41	D6RGI7	unreviewed	D6RGI7_HUMAN	DEAD-box helicase 41	DDX41	201		ENSG00000183258;
DDX41	H0Y8L8	unreviewed	H0Y8L8_HUMAN	RNA helicase (EC 3.6.4.13)	DDX41	173		ENSG00000183258;
DDX41	H0YA06	unreviewed	H0YA06_HUMAN	DEAD-box helicase 41	DDX41	126		ENSG00000183258;
DDX42	Q86XP3	reviewed	DDX42_HUMAN	ATP-dependent RNA helicase DDX42 (EC 3.6.4.13) (DEAD box protein 42) (RNA helicase-like protein) (RHELP) (RNA helicase-related protein) (RNAHP) (SF3b DEAD box protein) (Splicing factor 3B-associated 125 kDa protein) (SF3b125)	DDX42	938	TISSUE SPECIFICITY: Expressed in several cell lines (at protein level). Expressed in liver, lung, tonsil, thymus, muscle and pancreatic islets. {ECO:0000269|PubMed:10727850, ECO:0000269|PubMed:16397294}.	ENSG00000198231;
DDX42	J3KRE3	unreviewed	J3KRE3_HUMAN	DEAD-box helicase 42	DDX42	99		ENSG00000198231;
DDX42	J3KRV0	unreviewed	J3KRV0_HUMAN	DEAD-box helicase 42	DDX42	70		ENSG00000198231;
DDX42	J3KTK9	unreviewed	J3KTK9_HUMAN	DEAD-box helicase 42	DDX42	159		ENSG00000198231;
DDX42	J3QRI2	unreviewed	J3QRI2_HUMAN	DEAD-box helicase 42	DDX42	104		ENSG00000198231;
DDX46	Q7L014	reviewed	DDX46_HUMAN	Probable ATP-dependent RNA helicase DDX46 (EC 3.6.4.13) (DEAD box protein 46) (PRP5 homolog)	DDX46 KIAA0801	1031		ENSG00000145833;
DDX46	A0A0C4DG89	unreviewed	A0A0C4DG89_HUMAN	RNA helicase (EC 3.6.4.13)	DDX46	1032		ENSG00000145833;
DDX46	D6RJA6	unreviewed	D6RJA6_HUMAN	ATP-dependent RNA helicase (EC 3.6.4.13)	DDX46 hCG_16595	471		ENSG00000145833;
DDX46	H0Y9U3	unreviewed	H0Y9U3_HUMAN	DEAD-box helicase 46	DDX46	70		ENSG00000145833;
DDX46	H0YAD5	unreviewed	H0YAD5_HUMAN	DEAD-box helicase 46	DDX46	29		ENSG00000145833;
DDX46	Q0VGL8	unreviewed	Q0VGL8_HUMAN	DDX46 protein	DDX46	259		
DDX5	P17844	reviewed	DDX5_HUMAN	Probable ATP-dependent RNA helicase DDX5 (EC 3.6.4.13) (DEAD box protein 5) (RNA helicase p68)	DDX5 G17P1 HELR HLR1	614		ENSG00000108654;
DDX5	A0A0G2JLI4	unreviewed	A0A0G2JLI4_HUMAN	Probable ATP-dependent RNA helicase DDX5 (EC 3.6.4.13) (DEAD box protein 5)	DDX5	509		ENSG00000108654;
DDX5	A0A7I2V2S0	unreviewed	A0A7I2V2S0_HUMAN	RNA helicase (EC 3.6.4.13)	DDX5	416		ENSG00000108654;
DDX5	A0A7I2V507	unreviewed	A0A7I2V507_HUMAN	RNA helicase (EC 3.6.4.13)	DDX5	406		ENSG00000108654;
DDX5	A0A7I2V5F5	unreviewed	A0A7I2V5F5_HUMAN	RNA helicase (EC 3.6.4.13)	DDX5	347		ENSG00000108654;
DDX5	B5BUE6	unreviewed	B5BUE6_HUMAN	Probable ATP-dependent RNA helicase DDX5 (EC 3.6.4.13) (DEAD box protein 5)	DDX5	614		
DDX5	J3KRZ1	unreviewed	J3KRZ1_HUMAN	DEAD-box helicase 5	DDX5	166		ENSG00000108654;
DDX5	J3KTA4	unreviewed	J3KTA4_HUMAN	Probable ATP-dependent RNA helicase DDX5 (EC 3.6.4.13) (DEAD box protein 5)	DDX5	614		ENSG00000108654;
DDX5	J3KTQ4	unreviewed	J3KTQ4_HUMAN	RNA helicase (EC 3.6.4.13)	DDX5	181		ENSG00000108654;
DDX5	J3QKN9	unreviewed	J3QKN9_HUMAN	Probable ATP-dependent RNA helicase DDX5	DDX5	44		ENSG00000108654;
DDX5	J3QLG9	unreviewed	J3QLG9_HUMAN	DEAD-box helicase 5	DDX5	46		ENSG00000108654;
DDX5	J3QR02	unreviewed	J3QR02_HUMAN	DEAD-box helicase 5	DDX5	99		ENSG00000108654;
DDX5	J3QR62	unreviewed	J3QR62_HUMAN	DEAD-box helicase 5	DDX5	52		ENSG00000108654;
DDX5	J3QRN5	unreviewed	J3QRN5_HUMAN	DEAD-box helicase 5	DDX5	65		ENSG00000108654;
DDX5	J3QRQ7	unreviewed	J3QRQ7_HUMAN	RNA helicase (EC 3.6.4.13)	DDX5	212		ENSG00000108654;
DDX5	J3QS79	unreviewed	J3QS79_HUMAN	DEAD-box helicase 5	DDX5	38		ENSG00000108654;
DDX5	J3QS97	unreviewed	J3QS97_HUMAN	DEAD-box helicase 5	DDX5	31		ENSG00000108654;
DDX5	J3QSF1	unreviewed	J3QSF1_HUMAN	DEAD-box helicase 5	DDX5	153		ENSG00000108654;
DDX5	K7EKV0	unreviewed	K7EKV0_HUMAN	DEAD-box helicase 5	DDX5	16		ENSG00000108654;
DDX5	X6RLV5	unreviewed	X6RLV5_HUMAN	DEAD-box helicase 5	DDX5	96		ENSG00000108654;
DDX58	O95786	reviewed	RIGI_HUMAN	Antiviral innate immune response receptor RIG-I (ATP-dependent RNA helicase DDX58) (EC 3.6.4.13) (DEAD box protein 58) (RIG-I-like receptor 1) (RLR-1) (RNA sensor RIG-I) (Retinoic acid-inducible gene 1 protein) (RIG-1) (Retinoic acid-inducible gene I protein) (RIG-I)	RIGI DDX58	925	TISSUE SPECIFICITY: Present in vascular smooth cells (at protein level). {ECO:0000269|PubMed:15219805}.	ENSG00000107201;
DDX58	A2A376	unreviewed	A2A376_HUMAN	RNA helicase (EC 3.6.4.13)	DDX58	722		ENSG00000107201;
DDX58	L8E813	unreviewed	L8E813_HUMAN	Alternative protein DDX58	DDX58	51		
DDX58	Q3B797	unreviewed	Q3B797_HUMAN	DDX58 protein	DDX58	251		
DDX59	Q5T1V6	reviewed	DDX59_HUMAN	Probable ATP-dependent RNA helicase DDX59 (EC 3.6.4.13) (DEAD box protein 59) (Zinc finger HIT domain-containing protein 5)	DDX59 ZNHIT5	619	TISSUE SPECIFICITY: Expressed in fibroblasts (at protein level). {ECO:0000269|PubMed:23972372}.	ENSG00000118197;
DDX59	B7ZBU3	unreviewed	B7ZBU3_HUMAN	RNA helicase (EC 3.6.4.13)	DDX59	224		ENSG00000118197;
DDX59	B7ZBU4	unreviewed	B7ZBU4_HUMAN	DEAD-box helicase 59	DDX59	75		ENSG00000118197;
DDX59	H0Y6Y1	unreviewed	H0Y6Y1_HUMAN	DEAD-box helicase 59	DDX59	197		ENSG00000118197;
DDX59	H0Y7Z8	unreviewed	H0Y7Z8_HUMAN	RNA helicase (EC 3.6.4.13)	DDX59	94		ENSG00000118197;
DDX59	Q5T1V5	unreviewed	Q5T1V5_HUMAN	DEAD-box helicase 59	DDX59	160		ENSG00000118197;
DDX59	Q5T1W1	unreviewed	Q5T1W1_HUMAN	RNA helicase (EC 3.6.4.13)	DDX59	205		ENSG00000118197;
DDX6	P26196	reviewed	DDX6_HUMAN	Probable ATP-dependent RNA helicase DDX6 (EC 3.6.4.13) (ATP-dependent RNA helicase p54) (DEAD box protein 6) (Oncogene RCK)	DDX6 HLR2 RCK	483	TISSUE SPECIFICITY: Abundantly expressed in most tissues.	ENSG00000110367;
DDX60	Q8IY21	reviewed	DDX60_HUMAN	Probable ATP-dependent RNA helicase DDX60 (EC 3.6.4.13) (DEAD box protein 60)	DDX60	1712	TISSUE SPECIFICITY: Brain, lymph node, prostate, stomach, thyroid, tongue, trachea, uterus, skeletal muscle, spleen, kidney, liver and small intestine. {ECO:0000269|PubMed:21791617}.	ENSG00000137628;
DDX60	A0A3G9HN97	unreviewed	A0A3G9HN97_HUMAN	ATP-dependent RNA helicase DDX60	DDX60 FLJ20035 hCG_1811383	1712		
DDX60	A0A7P0T8Y0	unreviewed	A0A7P0T8Y0_HUMAN	DExD/H-box helicase 60	DDX60	1682		ENSG00000137628;
DDX60	A0A7P0T9W8	unreviewed	A0A7P0T9W8_HUMAN	DExD/H-box helicase 60	DDX60	249		ENSG00000137628;
DDX60	A0A7P0TAZ7	unreviewed	A0A7P0TAZ7_HUMAN	DExD/H-box helicase 60	DDX60	1392		ENSG00000137628;
DDX60	D6R944	unreviewed	D6R944_HUMAN	DExD/H-box helicase 60	DDX60	119		ENSG00000137628;
DDX60	H0Y8Z7	unreviewed	H0Y8Z7_HUMAN	DExD/H-box helicase 60	DDX60	191		ENSG00000137628;
DDX60	H0Y9B2	unreviewed	H0Y9B2_HUMAN	DExD/H-box helicase 60	DDX60	104		ENSG00000137628;
DDX60	Q6B0F7	unreviewed	Q6B0F7_HUMAN	DDX60 protein	DDX60	402		
DDX60	Q9H616	unreviewed	Q9H616_HUMAN	DDX60 protein (cDNA: FLJ22680 fis, clone HSI10688)	DDX60	183		
DHX15	O43143	reviewed	DHX15_HUMAN	ATP-dependent RNA helicase DHX15 (EC 3.6.4.13) (ATP-dependent RNA helicase #46) (DEAH box protein 15) (Splicing factor Prp43) (hPrp43)	DHX15 DBP1 DDX15	795	TISSUE SPECIFICITY: Ubiquitous. {ECO:0000269|PubMed:9388478}.	ENSG00000109606;
DHX16	O60231	reviewed	DHX16_HUMAN	Pre-mRNA-splicing factor ATP-dependent RNA helicase DHX16 (EC 3.6.4.13) (ATP-dependent RNA helicase #3) (DEAH-box protein 16)	DHX16 DBP2 DDX16 KIAA0577 PRP2	1041	TISSUE SPECIFICITY: Expressed in the spleen, thyroid and testis. Also expressed in the brain and cerebellum. {ECO:0000269|PubMed:31256877}.	ENSG00000204560;
DHX16	A0A140T8Y5	unreviewed	A0A140T8Y5_HUMAN	RNA helicase (EC 3.6.4.13)	DHX16	560		
DHX16	A0A140T947	unreviewed	A0A140T947_HUMAN	DEAH-box helicase 16	DHX16	669		
DHX16	A0A140T9T4	unreviewed	A0A140T9T4_HUMAN	DEAH-box helicase 16	DHX16	188		
DHX16	A0A1U9X7L7	unreviewed	A0A1U9X7L7_HUMAN	RNA helicase (EC 3.6.4.13)	DHX16 hCG_26008	981		
DHX16	A2AB15	unreviewed	A2AB15_HUMAN	DEAH-box helicase 16	DHX16	295		ENSG00000204560;
DHX16	Q5SQH4	unreviewed	Q5SQH4_HUMAN	RNA helicase (EC 3.6.4.13)	DHX16 DBP2 hCG_26008	1041		
DHX16	Q5SQH5	unreviewed	Q5SQH5_HUMAN	RNA helicase (EC 3.6.4.13)	DHX16 hCG_26008	560		ENSG00000204560;
DHX16	Q6PKC8	unreviewed	Q6PKC8_HUMAN	DHX16 protein	DHX16	147		
DHX29	Q7Z478	reviewed	DHX29_HUMAN	ATP-dependent RNA helicase DHX29 (EC 3.6.4.13) (DEAH box protein 29) (Nucleic acid helicase DDXx)	DHX29 DDX29	1369		ENSG00000067248;
DHX29	H0Y8L1	unreviewed	H0Y8L1_HUMAN	DExH-box helicase 29	DHX29	160		ENSG00000067248;
DHX30	Q7L2E3	reviewed	DHX30_HUMAN	ATP-dependent RNA helicase DHX30 (EC 3.6.4.13) (DEAH box protein 30)	DHX30 DDX30 KIAA0890	1194		ENSG00000132153;
DHX30	F6R0H4	unreviewed	F6R0H4_HUMAN	DExH-box helicase 30	DHX30	42		ENSG00000132153;
DHX30	H7BXY3	unreviewed	H7BXY3_HUMAN	ATP-dependent RNA helicase DHX30 (EC 3.6.4.13) (DEAH box protein 30)	DHX30	1166		ENSG00000132153;
DHX32	Q7L7V1	reviewed	DHX32_HUMAN	Putative pre-mRNA-splicing factor ATP-dependent RNA helicase DHX32 (EC 3.6.4.13) (DEAD/H box 32) (DEAD/H helicase-like protein 1) (DHLP1) (DEAH box protein 32) (HuDDX32)	DHX32 DDX32	743	TISSUE SPECIFICITY: Expressed in lymphoid tissues (at protein level). Expressed in brain, heart, skeletal muscle, colon, thymus, spleen, kidney, liver, small intestine, placenta, lung, lymphoid tissues and blood leukocytes. {ECO:0000269|PubMed:12163057, ECO:0000269|PubMed:16181624}.	ENSG00000089876;
DHX32	X6R717	unreviewed	X6R717_HUMAN	DEAH-box helicase 32 (putative)	DHX32	367		ENSG00000089876;
DHX32	X6RHK1	unreviewed	X6RHK1_HUMAN	DEAH-box helicase 32 (putative)	DHX32	112		ENSG00000089876;
DHX34	Q14147	reviewed	DHX34_HUMAN	Probable ATP-dependent RNA helicase DHX34 (EC 3.6.4.13) (DEAH box protein 34) (DExH-box helicase 34)	DHX34 DDX34 KIAA0134	1143	TISSUE SPECIFICITY: Expressed in whole blood, testis and spleen. Also expressed in the brain. {ECO:0000269|PubMed:31256877}.	ENSG00000134815;
DHX34	H7C504	unreviewed	H7C504_HUMAN	DExH-box helicase 34	DHX34	272		ENSG00000134815;
DHX35	Q9H5Z1	reviewed	DHX35_HUMAN	Probable ATP-dependent RNA helicase DHX35 (EC 3.6.4.13) (DEAH box protein 35)	DHX35 C20orf15 DDX35	703		ENSG00000101452;
DHX35	F2Z2Z2	unreviewed	F2Z2Z2_HUMAN	RNA helicase (EC 3.6.4.13)	DHX35	126		ENSG00000101452;
DHX35	Q5THQ7	unreviewed	Q5THQ7_HUMAN	RNA helicase (EC 3.6.4.13)	DHX35	167		ENSG00000101452;
DHX35	Q5THR1	unreviewed	Q5THR1_HUMAN	RNA helicase (EC 3.6.4.13)	DHX35	679		ENSG00000101452;
DHX36	Q9H2U1	reviewed	DHX36_HUMAN	ATP-dependent DNA/RNA helicase DHX36 (EC 3.6.4.12) (EC 3.6.4.13) (DEAD/H box polypeptide 36) (DEAH-box protein 36) (G4-resolvase-1) (G4R1) (MLE-like protein 1) (RNA helicase associated with AU-rich element protein)	DHX36 DDX36 KIAA1488 MLEL1 RHAU	1008	TISSUE SPECIFICITY: Highly expressed in testis. {ECO:0000269|PubMed:12198572, ECO:0000269|PubMed:14731398}.	ENSG00000174953;
DHX36	A0A0G2JQU7	unreviewed	A0A0G2JQU7_HUMAN	RNA helicase (EC 3.6.4.13)	DHX36	216		
DHX36	A0A0G2JRP3	unreviewed	A0A0G2JRP3_HUMAN	DEAH-box helicase 36	DHX36	91		
DHX36	E7EWK3	unreviewed	E7EWK3_HUMAN	RNA helicase (EC 3.6.4.13)	DHX36	797		ENSG00000174953;
DHX36	H7C514	unreviewed	H7C514_HUMAN	RNA helicase (EC 3.6.4.13)	DHX36	119		ENSG00000174953;
DHX36	H7C5F5	unreviewed	H7C5F5_HUMAN	RNA helicase (EC 3.6.4.13)	DHX36	187		ENSG00000174953;
DHX38	Q92620	reviewed	PRP16_HUMAN	Pre-mRNA-splicing factor ATP-dependent RNA helicase PRP16 (EC 3.6.4.13) (ATP-dependent RNA helicase DHX38) (DEAH box protein 38)	DHX38 DDX38 KIAA0224 PRP16	1227		ENSG00000140829;
DHX38	B4DM30	unreviewed	B4DM30_HUMAN	RNA helicase (EC 3.6.4.13)	DHX38 hCG_33013	900		
DHX38	H3BMS7	unreviewed	H3BMS7_HUMAN	RNA helicase (EC 3.6.4.13)	DHX38	191		ENSG00000140829;
DHX38	H3BQT9	unreviewed	H3BQT9_HUMAN	DEAH-box helicase 38	DHX38	138		ENSG00000140829;
DHX38	H3BV01	unreviewed	H3BV01_HUMAN	DEAH-box helicase 38	DHX38	123		ENSG00000140829;
DHX38	J3KRT1	unreviewed	J3KRT1_HUMAN	DEAH-box helicase 38	DHX38	142		ENSG00000140829;
DHX38	J3KSA8	unreviewed	J3KSA8_HUMAN	RNA helicase (EC 3.6.4.13)	DHX38	187		ENSG00000140829;
DHX38	J3KTG2	unreviewed	J3KTG2_HUMAN	RNA helicase (EC 3.6.4.13)	DHX38	128		ENSG00000140829;
DHX40	Q8IX18	reviewed	DHX40_HUMAN	Probable ATP-dependent RNA helicase DHX40 (EC 3.6.4.13) (DEAH box protein 40) (Protein PAD)	DHX40 DDX40 ARG147	779	TISSUE SPECIFICITY: Ubiquitously expressed. {ECO:0000269|PubMed:12522690}.	ENSG00000108406;
DHX40	F5H625	unreviewed	F5H625_HUMAN	DEAH-box helicase 40	DHX40	250		ENSG00000108406;
DHX40	J3KS08	unreviewed	J3KS08_HUMAN	DEAH-box helicase 40	DHX40	71		ENSG00000108406;
DHX40	J3KSW6	unreviewed	J3KSW6_HUMAN	DEAH-box helicase 40	DHX40	268		ENSG00000108406;
DHX40	J3KSX9	unreviewed	J3KSX9_HUMAN	DEAH-box helicase 40	DHX40	101		ENSG00000108406;
DHX40	J3KTK0	unreviewed	J3KTK0_HUMAN	DEAH-box helicase 40	DHX40	173		ENSG00000108406;
DHX40	L8EAD7	unreviewed	L8EAD7_HUMAN	Alternative protein DHX40	DHX40	72		
DHX57	Q6P158	reviewed	DHX57_HUMAN	Putative ATP-dependent RNA helicase DHX57 (EC 3.6.4.13) (DEAH box protein 57)	DHX57	1386		ENSG00000163214;
DHX57	A0A087WW12	unreviewed	A0A087WW12_HUMAN	DExH-box helicase 57	DHX57	106		ENSG00000163214;
DHX57	A0A087WZ11	unreviewed	A0A087WZ11_HUMAN	DExH-box helicase 57	DHX57	472		ENSG00000163214;
DHX57	H7BZ23	unreviewed	H7BZ23_HUMAN	DExH-box helicase 57	DHX57	51		ENSG00000163214;
DHX57	H7C109	unreviewed	H7C109_HUMAN	DExH-box helicase 57	DHX57	665		ENSG00000163214;
DHX57	L8ECP8	unreviewed	L8ECP8_HUMAN	Alternative protein DHX57	DHX57	47		
DHX57	Q8N4U2	unreviewed	Q8N4U2_HUMAN	DHX57 protein	DHX57	209		
DHX58	Q96C10	reviewed	DHX58_HUMAN	ATP-dependent RNA helicase DHX58 (EC 3.6.4.13) (ATP-dependent helicase LGP2) (Protein D11Lgp2 homolog) (RIG-I-like receptor 3) (RLR-3) (RIG-I-like receptor LGP2) (RLR)	DHX58 D11LGP2E LGP2	678	TISSUE SPECIFICITY: Expressed in testis, nerve and spleen. Also expressed in the brain. {ECO:0000269|PubMed:31256877}.	ENSG00000108771;
DHX58	A0AA51U9C6	unreviewed	A0AA51U9C6_HUMAN	RNA helicase (EC 3.6.4.13)	DHX58 LGP2 hCG_15679	678		
DHX58	C9JE76	unreviewed	C9JE76_HUMAN	DExH-box helicase 58	DHX58	156		ENSG00000108771;
DHX58	C9JG98	unreviewed	C9JG98_HUMAN	DExH-box helicase 58	DHX58	302		ENSG00000108771;
DHX58	K7EMZ5	unreviewed	K7EMZ5_HUMAN	DExH-box helicase 58	DHX58	99		ENSG00000108771;
DHX58	K7EPP0	unreviewed	K7EPP0_HUMAN	DExH-box helicase 58	DHX58	51		ENSG00000108771;
DHX9	Q08211	reviewed	DHX9_HUMAN	ATP-dependent RNA helicase A (EC 3.6.4.13) (DEAH box protein 9) (DExH-box helicase 9) (Leukophysin) (LKP) (Nuclear DNA helicase II) (NDH II) (RNA helicase A)	DHX9 DDX9 LKP NDH2	1270		ENSG00000135829;
DHX9	Q58F26	unreviewed	Q58F26_HUMAN	DHX9 protein	DHX9	596		
DHX9	Q6PJK6	unreviewed	Q6PJK6_HUMAN	DHX9 protein	DHX9	599		
DIDO1	Q9BTC0	reviewed	DIDO1_HUMAN	Death-inducer obliterator 1 (DIO-1) (hDido1) (Death-associated transcription factor 1) (DATF-1)	DIDO1 C20orf158 DATF1 KIAA0333	2240	TISSUE SPECIFICITY: Ubiquitous.	ENSG00000101191;
DMAP1	Q9NPF5	reviewed	DMAP1_HUMAN	DNA methyltransferase 1-associated protein 1 (DNMAP1) (DNMT1-associated protein 1)	DMAP1 KIAA1425	467		ENSG00000178028;
DMAP1	Q5TG36	unreviewed	Q5TG36_HUMAN	DNA methyltransferase 1 associated protein 1	DMAP1	151		ENSG00000178028;
DMAP1	Q5TG37	unreviewed	Q5TG37_HUMAN	DNA methyltransferase 1 associated protein 1	DMAP1	132		ENSG00000178028;
DMAP1	Q5TG38	unreviewed	Q5TG38_HUMAN	DNA methyltransferase 1 associated protein 1	DMAP1	237		ENSG00000178028;
DMAP1	Q5TG39	unreviewed	Q5TG39_HUMAN	DNA methyltransferase 1 associated protein 1	DMAP1	285		ENSG00000178028;
DMAP1	Q5TG40	unreviewed	Q5TG40_HUMAN	DNA methyltransferase 1 associated protein 1	DMAP1	302		ENSG00000178028;
DMTF1	Q9Y222	reviewed	DMTF1_HUMAN	Cyclin-D-binding Myb-like transcription factor 1 (hDMTF1) (Cyclin-D-interacting Myb-like protein 1) (hDMP1)	DMTF1 DMP1	760	TISSUE SPECIFICITY: Expressed at relatively low levels in colonic mucosa, ovary, peripheral leukocytes, prostate and small intestine, and at higher levels in spleen, testis and thymus. Expressed in multiple regions of the brain and CNS including amygdala, caudate, corpus callosum, hippocampus, substantia nigra and subthalamic nucleus. Isoform 1 is the predominant isoform in monocytes, macrophages and neutrophils, isoform 2 is most strongly expressed in peripheral blood leukocytes and quiescent CD34 positive cells, and isoform 3 is expressed at low levels in all hematopoietic cell types. Expression is frequently reduced in non-small-cell lung carcinomas (NSCLC) due to hemizygous gene deletion, strongly suggesting that this locus is haploinsufficient for tumor suppression. Loss of this locus frequently occurs in tumors which retain wild-type CDKN2A/ARF and p53/TP53 loci. Hemizygous gene deletion has also been observed in leukemic blasts from patients with abnormalities of the long arm of chromosome 7. {ECO:0000269|PubMed:10095122, ECO:0000269|PubMed:12917399, ECO:0000269|PubMed:17936562}.	ENSG00000135164;
DMTF1	A0A1D5RMP8	unreviewed	A0A1D5RMP8_HUMAN	Cyclin D binding myb like transcription factor 1	DMTF1	10		ENSG00000135164;
DMTF1	C9J4F7	unreviewed	C9J4F7_HUMAN	Cyclin D binding myb like transcription factor 1	DMTF1	49		ENSG00000135164;
DMTF1	C9J8Y5	unreviewed	C9J8Y5_HUMAN	Cyclin D binding myb like transcription factor 1	DMTF1	90		ENSG00000135164;
DMTF1	C9JED5	unreviewed	C9JED5_HUMAN	Cyclin D binding myb like transcription factor 1	DMTF1	73		ENSG00000135164;
DMTF1	C9JFR2	unreviewed	C9JFR2_HUMAN	Cyclin D binding myb like transcription factor 1	DMTF1	191		ENSG00000135164;
DMTF1	C9JGT5	unreviewed	C9JGT5_HUMAN	Cyclin D binding myb like transcription factor 1	DMTF1	175		ENSG00000135164;
