From	Entry	Reviewed	Entry Name	Protein names	Gene Names	Organism	Length	Tissue specificity	Motif	Protein families	Compositional bias	Sequence similarities	Bgee	ExpressionAtlas
ENSG00000168916	A0A0C4DGB8	unreviewed	A0A0C4DGB8_HUMAN	Zinc finger protein 608	ZNF608	Homo sapiens (Human)	715				COMPBIAS 50..67; /note="Polar residues"; /evidence="ECO:0000256|SAM:MobiDB-lite"; COMPBIAS 149..181; /note="Polar residues"; /evidence="ECO:0000256|SAM:MobiDB-lite"; COMPBIAS 187..219; /note="Basic and acidic residues"; /evidence="ECO:0000256|SAM:MobiDB-lite"; COMPBIAS 281..295; /note="Basic and acidic residues"; /evidence="ECO:0000256|SAM:MobiDB-lite"; COMPBIAS 490..513; /note="Polar residues"; /evidence="ECO:0000256|SAM:MobiDB-lite"; COMPBIAS 524..542; /note="Polar residues"; /evidence="ECO:0000256|SAM:MobiDB-lite"		"ENSG00000168916; Expressed in cardiac muscle of right atrium and 165 other cell types or tissues.";	"A0A0C4DGB8; baseline and differential.";
ENSG00000168916	A2RRB2	unreviewed	A2RRB2_HUMAN	ZNF608 protein (Zinc finger protein 608)	ZNF608	Homo sapiens (Human)	447				COMPBIAS 50..67; /note="Polar residues"; /evidence="ECO:0000256|SAM:MobiDB-lite"; COMPBIAS 149..181; /note="Polar residues"; /evidence="ECO:0000256|SAM:MobiDB-lite"; COMPBIAS 187..219; /note="Basic and acidic residues"; /evidence="ECO:0000256|SAM:MobiDB-lite"; COMPBIAS 281..295; /note="Basic and acidic residues"; /evidence="ECO:0000256|SAM:MobiDB-lite"		"ENSG00000168916; Expressed in cardiac muscle of right atrium and 165 other cell types or tissues.";	
ENSG00000168916	B3KPE6	unreviewed	B3KPE6_HUMAN	Zinc finger protein 608	ZNF608	Homo sapiens (Human)	707				COMPBIAS 50..67; /note="Polar residues"; /evidence="ECO:0000256|SAM:MobiDB-lite"; COMPBIAS 149..181; /note="Polar residues"; /evidence="ECO:0000256|SAM:MobiDB-lite"; COMPBIAS 187..219; /note="Basic and acidic residues"; /evidence="ECO:0000256|SAM:MobiDB-lite"; COMPBIAS 281..295; /note="Basic and acidic residues"; /evidence="ECO:0000256|SAM:MobiDB-lite"; COMPBIAS 490..513; /note="Polar residues"; /evidence="ECO:0000256|SAM:MobiDB-lite"; COMPBIAS 524..543; /note="Polar residues"; /evidence="ECO:0000256|SAM:MobiDB-lite"		"ENSG00000168916; Expressed in cardiac muscle of right atrium and 165 other cell types or tissues.";	"B3KPE6; baseline and differential.";
ENSG00000180357	O15014	reviewed	ZN609_HUMAN	Zinc finger protein 609	ZNF609 KIAA0295	Homo sapiens (Human)	1411	TISSUE SPECIFICITY: Isoform 1: Expressed in myoblasts and myotubes. Isoform 2: Expressed in myoblasts and myotubes, with a preference in undifferentiated myoblasts. {ECO:0000269|PubMed:28344082}.			COMPBIAS 99..113; /note="Polar residues"; /evidence="ECO:0000256|SAM:MobiDB-lite"; COMPBIAS 151..177; /note="Basic and acidic residues"; /evidence="ECO:0000256|SAM:MobiDB-lite"; COMPBIAS 377..453; /note="Polar residues"; /evidence="ECO:0000256|SAM:MobiDB-lite"; COMPBIAS 517..539; /note="Basic and acidic residues"; /evidence="ECO:0000256|SAM:MobiDB-lite"; COMPBIAS 548..562; /note="Polar residues"; /evidence="ECO:0000256|SAM:MobiDB-lite"; COMPBIAS 622..645; /note="Basic and acidic residues"; /evidence="ECO:0000256|SAM:MobiDB-lite"; COMPBIAS 679..700; /note="Polar residues"; /evidence="ECO:0000256|SAM:MobiDB-lite"; COMPBIAS 799..847; /note="Polar residues"; /evidence="ECO:0000256|SAM:MobiDB-lite"; COMPBIAS 851..873; /note="Basic and acidic residues"; /evidence="ECO:0000256|SAM:MobiDB-lite"; COMPBIAS 882..922; /note="Polar residues"; /evidence="ECO:0000256|SAM:MobiDB-lite"; COMPBIAS 923..949; /note="Basic and acidic residues"; /evidence="ECO:0000256|SAM:MobiDB-lite"; COMPBIAS 1008..1040; /note="Basic and acidic residues"; /evidence="ECO:0000256|SAM:MobiDB-lite"; COMPBIAS 1102..1116; /note="Basic and acidic residues"; /evidence="ECO:0000256|SAM:MobiDB-lite"; COMPBIAS 1153..1188; /note="Basic and acidic residues"; /evidence="ECO:0000256|SAM:MobiDB-lite"; COMPBIAS 1286..1316; /note="Polar residues"; /evidence="ECO:0000256|SAM:MobiDB-lite"		"ENSG00000180357; Expressed in ventricular zone and 154 other cell types or tissues.";	"O15014; baseline and differential.";
ENSG00000180357	E7ERY8	unreviewed	E7ERY8_HUMAN	Zinc finger protein 609	ZNF609	Homo sapiens (Human)	331				COMPBIAS 99..113; /note="Polar residues"; /evidence="ECO:0000256|SAM:MobiDB-lite"; COMPBIAS 151..177; /note="Basic and acidic residues"; /evidence="ECO:0000256|SAM:MobiDB-lite"		"ENSG00000180357; Expressed in ventricular zone and 154 other cell types or tissues.";	"E7ERY8; baseline and differential.";
ENSG00000167554	Q8N9Z0	reviewed	ZN610_HUMAN	Zinc finger protein 610	ZNF610	Homo sapiens (Human)	462			Krueppel C2H2-type zinc-finger protein family		SIMILARITY: Belongs to the krueppel C2H2-type zinc-finger protein family. {ECO:0000305}.	"ENSG00000167554; Expressed in oocyte and 129 other cell types or tissues.";	"Q8N9Z0; baseline and differential.";
ENSG00000167554	M0QYM6	unreviewed	M0QYM6_HUMAN	Zinc finger protein 610	ZNF610	Homo sapiens (Human)	85						"ENSG00000167554; Expressed in oocyte and 129 other cell types or tissues.";	"M0QYM6; baseline and differential.";
ENSG00000213020	Q8N823	reviewed	ZN611_HUMAN	Zinc finger protein 611	ZNF611	Homo sapiens (Human)	705			Krueppel C2H2-type zinc-finger protein family		SIMILARITY: Belongs to the krueppel C2H2-type zinc-finger protein family. {ECO:0000305}.	"ENSG00000213020; Expressed in buccal mucosa cell and 206 other cell types or tissues.";	"Q8N823; baseline and differential.";
ENSG00000213020	A0A1W2PQH1	unreviewed	A0A1W2PQH1_HUMAN	Zinc finger protein 611	ZNF611	Homo sapiens (Human)	115						"ENSG00000213020; Expressed in buccal mucosa cell and 206 other cell types or tissues.";	"A0A1W2PQH1; baseline and differential.";
ENSG00000213020	M0QXE4	unreviewed	M0QXE4_HUMAN	Zinc finger protein 611	ZNF611	Homo sapiens (Human)	48						"ENSG00000213020; Expressed in buccal mucosa cell and 206 other cell types or tissues.";	"M0QXE4; baseline and differential.";
ENSG00000213020	M0QXQ6	unreviewed	M0QXQ6_HUMAN	Zinc finger protein 611	ZNF611	Homo sapiens (Human)	75						"ENSG00000213020; Expressed in buccal mucosa cell and 206 other cell types or tissues.";	"M0QXQ6; baseline and differential.";
ENSG00000213020	M0QYR0	unreviewed	M0QYR0_HUMAN	Zinc finger protein 611	ZNF611	Homo sapiens (Human)	129						"ENSG00000213020; Expressed in buccal mucosa cell and 206 other cell types or tissues.";	"M0QYR0; baseline and differential.";
ENSG00000213020	M0QYZ5	unreviewed	M0QYZ5_HUMAN	Zinc finger protein 611	ZNF611	Homo sapiens (Human)	64						"ENSG00000213020; Expressed in buccal mucosa cell and 206 other cell types or tissues.";	
ENSG00000213020	M0R1T1	unreviewed	M0R1T1_HUMAN	Zinc finger protein 611	ZNF611	Homo sapiens (Human)	89						"ENSG00000213020; Expressed in buccal mucosa cell and 206 other cell types or tissues.";	"M0R1T1; baseline and differential.";
ENSG00000213020	M0R2W3	unreviewed	M0R2W3_HUMAN	Zinc finger protein 611	ZNF611	Homo sapiens (Human)	80						"ENSG00000213020; Expressed in buccal mucosa cell and 206 other cell types or tissues.";	"M0R2W3; baseline and differential.";
ENSG00000176024	Q6PF04	reviewed	ZN613_HUMAN	Zinc finger protein 613	ZNF613	Homo sapiens (Human)	617			Krueppel C2H2-type zinc-finger protein family		SIMILARITY: Belongs to the krueppel C2H2-type zinc-finger protein family. {ECO:0000305}.	"ENSG00000176024; Expressed in primordial germ cell in gonad and 96 other cell types or tissues.";	"Q6PF04; baseline and differential.";
ENSG00000176024	A0A1B0GUH8	unreviewed	A0A1B0GUH8_HUMAN	Zinc finger protein 613	ZNF613	Homo sapiens (Human)	237						"ENSG00000176024; Expressed in primordial germ cell in gonad and 96 other cell types or tissues.";	"A0A1B0GUH8; baseline and differential.";
ENSG00000176024	M0QX19	unreviewed	M0QX19_HUMAN	Zinc finger protein 613	ZNF613	Homo sapiens (Human)	94						"ENSG00000176024; Expressed in primordial germ cell in gonad and 96 other cell types or tissues.";	"M0QX19; baseline and differential.";
ENSG00000176024	M0R2C1	unreviewed	M0R2C1_HUMAN	Zinc finger protein 613	ZNF613	Homo sapiens (Human)	85						"ENSG00000176024; Expressed in primordial germ cell in gonad and 96 other cell types or tissues.";	"M0R2C1; baseline and differential.";
ENSG00000142556	Q8N883	reviewed	ZN614_HUMAN	Zinc finger protein 614	ZNF614	Homo sapiens (Human)	585			Krueppel C2H2-type zinc-finger protein family		SIMILARITY: Belongs to the krueppel C2H2-type zinc-finger protein family. {ECO:0000305}.	"ENSG00000142556; Expressed in buccal mucosa cell and 166 other cell types or tissues.";	"Q8N883; baseline and differential.";
ENSG00000142556	M0QYG4	unreviewed	M0QYG4_HUMAN	Zinc finger protein 614	ZNF614	Homo sapiens (Human)	39						"ENSG00000142556; Expressed in buccal mucosa cell and 166 other cell types or tissues.";	"M0QYG4; baseline and differential.";
ENSG00000142556	M0R1H2	unreviewed	M0R1H2_HUMAN	Zinc finger protein 614	ZNF614	Homo sapiens (Human)	80			Krueppel C2H2-type zinc-finger protein family		SIMILARITY: Belongs to the krueppel C2H2-type zinc-finger protein family. {ECO:0000256|ARBA:ARBA00006991}.	"ENSG00000142556; Expressed in buccal mucosa cell and 166 other cell types or tissues.";	"M0R1H2; baseline and differential.";
ENSG00000197619	Q8N8J6	reviewed	ZN615_HUMAN	Zinc finger protein 615	ZNF615	Homo sapiens (Human)	731			Krueppel C2H2-type zinc-finger protein family		SIMILARITY: Belongs to the krueppel C2H2-type zinc-finger protein family. {ECO:0000305}.	"ENSG00000197619; Expressed in cardiac muscle of right atrium and 178 other cell types or tissues.";	"Q8N8J6; baseline and differential.";
ENSG00000197619	A0A0G2JLJ6	unreviewed	A0A0G2JLJ6_HUMAN	Zinc finger protein 615	ZNF615	Homo sapiens (Human)	8						"ENSG00000197619; Expressed in cardiac muscle of right atrium and 178 other cell types or tissues.";	"A0A0G2JLJ6; baseline and differential.";
ENSG00000197619	H9KV89	unreviewed	H9KV89_HUMAN	Zinc finger protein 615	ZNF615	Homo sapiens (Human)	736						"ENSG00000197619; Expressed in cardiac muscle of right atrium and 178 other cell types or tissues.";	"H9KV89; baseline and differential.";
ENSG00000197619	M0QZR2	unreviewed	M0QZR2_HUMAN	Zinc finger protein 615	ZNF615	Homo sapiens (Human)	98			Krueppel C2H2-type zinc-finger protein family		SIMILARITY: Belongs to the krueppel C2H2-type zinc-finger protein family. {ECO:0000256|ARBA:ARBA00006991}.	"ENSG00000197619; Expressed in cardiac muscle of right atrium and 178 other cell types or tissues.";	
ENSG00000197619	M0QZZ4	unreviewed	M0QZZ4_HUMAN	Zinc finger protein 615	ZNF615	Homo sapiens (Human)	103			Krueppel C2H2-type zinc-finger protein family		SIMILARITY: Belongs to the krueppel C2H2-type zinc-finger protein family. {ECO:0000256|ARBA:ARBA00006991}.	"ENSG00000197619; Expressed in cardiac muscle of right atrium and 178 other cell types or tissues.";	"M0QZZ4; baseline and differential.";
ENSG00000197619	M0R0F8	unreviewed	M0R0F8_HUMAN	Zinc finger protein 615	ZNF615	Homo sapiens (Human)	160			Krueppel C2H2-type zinc-finger protein family		SIMILARITY: Belongs to the krueppel C2H2-type zinc-finger protein family. {ECO:0000256|ARBA:ARBA00006991}.	"ENSG00000197619; Expressed in cardiac muscle of right atrium and 178 other cell types or tissues.";	"M0R0F8; baseline and differential.";
ENSG00000197619	M0R130	unreviewed	M0R130_HUMAN	Zinc finger protein 615	ZNF615	Homo sapiens (Human)	96			Krueppel C2H2-type zinc-finger protein family		SIMILARITY: Belongs to the krueppel C2H2-type zinc-finger protein family. {ECO:0000256|ARBA:ARBA00006991}.	"ENSG00000197619; Expressed in cardiac muscle of right atrium and 178 other cell types or tissues.";	"M0R130; baseline and differential.";
ENSG00000204611	Q08AN1	reviewed	ZN616_HUMAN	Zinc finger protein 616	ZNF616	Homo sapiens (Human)	781			Krueppel C2H2-type zinc-finger protein family		SIMILARITY: Belongs to the krueppel C2H2-type zinc-finger protein family. {ECO:0000305}.	"ENSG00000204611; Expressed in sural nerve and 131 other cell types or tissues.";	"Q08AN1; baseline and differential.";
ENSG00000204611	M0QXF0	unreviewed	M0QXF0_HUMAN	Zinc finger protein 616	ZNF616	Homo sapiens (Human)	39						"ENSG00000204611; Expressed in sural nerve and 131 other cell types or tissues.";	"M0QXF0; baseline and differential.";
ENSG00000204611	M0QYU5	unreviewed	M0QYU5_HUMAN	Zinc finger protein 616	ZNF616	Homo sapiens (Human)	69						"ENSG00000204611; Expressed in sural nerve and 131 other cell types or tissues.";	"M0QYU5; baseline and differential.";
ENSG00000204611	M0R0C2	unreviewed	M0R0C2_HUMAN	Zinc finger protein 616	ZNF616	Homo sapiens (Human)	74						"ENSG00000204611; Expressed in sural nerve and 131 other cell types or tissues.";	
ENSG00000157657	Q5T7W0	reviewed	ZN618_HUMAN	Zinc finger protein 618	ZNF618 KIAA1952	Homo sapiens (Human)	954			Krueppel C2H2-type zinc-finger protein family	COMPBIAS 23..37; /note="Basic and acidic residues"; /evidence="ECO:0000256|SAM:MobiDB-lite"; COMPBIAS 337..361; /note="Polar residues"; /evidence="ECO:0000256|SAM:MobiDB-lite"; COMPBIAS 441..463; /note="Polar residues"; /evidence="ECO:0000256|SAM:MobiDB-lite"	SIMILARITY: Belongs to the krueppel C2H2-type zinc-finger protein family. {ECO:0000305}.	"ENSG00000157657; Expressed in secondary oocyte and 167 other cell types or tissues.";	"Q5T7W0; baseline and differential.";
ENSG00000157657	B1ALC2	unreviewed	B1ALC2_HUMAN	Zinc finger protein 618	ZNF618	Homo sapiens (Human)	303				COMPBIAS 23..37; /note="Basic and acidic residues"; /evidence="ECO:0000256|SAM:MobiDB-lite"; COMPBIAS 262..278; /note="Polar residues"; /evidence="ECO:0000256|SAM:MobiDB-lite"		"ENSG00000157657; Expressed in secondary oocyte and 167 other cell types or tissues.";	"B1ALC2; baseline and differential.";
ENSG00000157657	B5MDS3	unreviewed	B5MDS3_HUMAN	Zinc finger protein 618	ZNF618	Homo sapiens (Human)	375				COMPBIAS 23..37; /note="Basic and acidic residues"; /evidence="ECO:0000256|SAM:MobiDB-lite"; COMPBIAS 325..349; /note="Polar residues"; /evidence="ECO:0000256|SAM:MobiDB-lite"		"ENSG00000157657; Expressed in secondary oocyte and 167 other cell types or tissues.";	"B5MDS3; baseline and differential.";
ENSG00000177873	Q8N2I2	reviewed	ZN619_HUMAN	Zinc finger protein 619	ZNF619	Homo sapiens (Human)	560			Krueppel C2H2-type zinc-finger protein family		SIMILARITY: Belongs to the krueppel C2H2-type zinc-finger protein family. {ECO:0000305}.	"ENSG00000177873; Expressed in calcaneal tendon and 98 other cell types or tissues.";	"Q8N2I2; baseline and differential.";
ENSG00000177873	E5RJF3	unreviewed	E5RJF3_HUMAN	Zinc finger protein 619	ZNF619	Homo sapiens (Human)	59						"ENSG00000177873; Expressed in calcaneal tendon and 98 other cell types or tissues.";	"E5RJF3; baseline and differential.";
ENSG00000177873	Q17RW3	unreviewed	Q17RW3_HUMAN	ZNF619 protein (Zinc finger protein 619)	ZNF619	Homo sapiens (Human)	567						"ENSG00000177873; Expressed in calcaneal tendon and 98 other cell types or tissues.";	
ENSG00000177842	Q6ZNG0	reviewed	ZN620_HUMAN	Zinc finger protein 620	ZNF620	Homo sapiens (Human)	422			Krueppel C2H2-type zinc-finger protein family		SIMILARITY: Belongs to the krueppel C2H2-type zinc-finger protein family. {ECO:0000305}.	"ENSG00000177842; Expressed in male germ line stem cell (sensu Vertebrata) in testis and 107 other cell types or tissues.";	"Q6ZNG0; baseline and differential.";
ENSG00000177842	A0A3B3IU22	unreviewed	A0A3B3IU22_HUMAN	Zinc finger protein 620	ZNF620	Homo sapiens (Human)	38				COMPBIAS 1..30; /note="Polar residues"; /evidence="ECO:0000256|SAM:MobiDB-lite"		"ENSG00000177842; Expressed in male germ line stem cell (sensu Vertebrata) in testis and 107 other cell types or tissues.";	"A0A3B3IU22; baseline and differential.";
ENSG00000177842	C9J967	unreviewed	C9J967_HUMAN	Zinc finger protein 620	ZNF620	Homo sapiens (Human)	116				COMPBIAS 91..110; /note="Basic and acidic residues"; /evidence="ECO:0000256|SAM:MobiDB-lite"		"ENSG00000177842; Expressed in male germ line stem cell (sensu Vertebrata) in testis and 107 other cell types or tissues.";	"C9J967; baseline and differential.";
ENSG00000177842	F8WC31	unreviewed	F8WC31_HUMAN	Zinc finger protein 620	ZNF620	Homo sapiens (Human)	44						"ENSG00000177842; Expressed in male germ line stem cell (sensu Vertebrata) in testis and 107 other cell types or tissues.";	"F8WC31; baseline and differential.";
ENSG00000172888	Q6ZSS3	reviewed	ZN621_HUMAN	Zinc finger protein 621	ZNF621	Homo sapiens (Human)	439			Krueppel C2H2-type zinc-finger protein family		SIMILARITY: Belongs to the krueppel C2H2-type zinc-finger protein family. {ECO:0000305}.	"ENSG00000172888; Expressed in endothelial cell and 168 other cell types or tissues.";	"Q6ZSS3; baseline and differential.";
ENSG00000172888	C9JM43	unreviewed	C9JM43_HUMAN	Zinc finger protein 621	ZNF621	Homo sapiens (Human)	152						"ENSG00000172888; Expressed in endothelial cell and 168 other cell types or tissues.";	"C9JM43; baseline and differential.";
ENSG00000172888	C9JZC2	unreviewed	C9JZC2_HUMAN	Zinc finger protein 621	ZNF621	Homo sapiens (Human)	328			Krueppel C2H2-type zinc-finger protein family		SIMILARITY: Belongs to the krueppel C2H2-type zinc-finger protein family. {ECO:0000256|ARBA:ARBA00006991}.	"ENSG00000172888; Expressed in endothelial cell and 168 other cell types or tissues.";	"C9JZC2; baseline and differential.";
ENSG00000183309	O75123	reviewed	ZN623_HUMAN	Zinc finger protein 623	ZNF623 KIAA0628	Homo sapiens (Human)	536			Krueppel C2H2-type zinc-finger protein family	COMPBIAS 522..536; /note="Basic and acidic residues"; /evidence="ECO:0000256|SAM:MobiDB-lite"	SIMILARITY: Belongs to the krueppel C2H2-type zinc-finger protein family. {ECO:0000305}.	"ENSG00000183309; Expressed in cortical plate and 110 other cell types or tissues.";	
ENSG00000197566	Q9P2J8	reviewed	ZN624_HUMAN	Zinc finger protein 624	ZNF624 KIAA1349	Homo sapiens (Human)	865			Krueppel C2H2-type zinc-finger protein family		SIMILARITY: Belongs to the krueppel C2H2-type zinc-finger protein family. {ECO:0000305}.	"ENSG00000197566; Expressed in male germ line stem cell (sensu Vertebrata) in testis and 144 other cell types or tissues.";	"Q9P2J8; baseline and differential.";
ENSG00000197566	C9J5H1	unreviewed	C9J5H1_HUMAN	Zinc finger protein 624	ZNF624	Homo sapiens (Human)	110						"ENSG00000197566; Expressed in male germ line stem cell (sensu Vertebrata) in testis and 144 other cell types or tissues.";	"C9J5H1; baseline and differential.";
ENSG00000197566	J3QKY7	unreviewed	J3QKY7_HUMAN	Zinc finger protein 624	ZNF624	Homo sapiens (Human)	125			Krueppel C2H2-type zinc-finger protein family		SIMILARITY: Belongs to the krueppel C2H2-type zinc-finger protein family. {ECO:0000256|ARBA:ARBA00006991}.	"ENSG00000197566; Expressed in male germ line stem cell (sensu Vertebrata) in testis and 144 other cell types or tissues.";	"J3QKY7; baseline and differential.";
ENSG00000257591	Q96I27	reviewed	ZN625_HUMAN	Zinc finger protein 625	ZNF625	Homo sapiens (Human)	306			Krueppel C2H2-type zinc-finger protein family	COMPBIAS 291..306; /note="Polar residues"; /evidence="ECO:0000256|SAM:MobiDB-lite"	SIMILARITY: Belongs to the krueppel C2H2-type zinc-finger protein family. {ECO:0000305}.	"ENSG00000257591; Expressed in ventricular zone and 94 other cell types or tissues.";	"Q96I27; baseline and differential.";
ENSG00000257591	F2Z3I2	unreviewed	F2Z3I2_HUMAN	ZNF625-ZNF20 readthrough (NMD candidate) (Zinc finger protein 625)	ZNF625-ZNF20 ZNF625	Homo sapiens (Human)	61						"ENSG00000213297; Expressed in primordial germ cell in gonad and 106 other cell types or tissues.";	
ENSG00000257591	H7C2C9	unreviewed	H7C2C9_HUMAN	Zinc finger protein 625	ZNF625	Homo sapiens (Human)	104				COMPBIAS 87..104; /note="Polar residues"; /evidence="ECO:0000256|SAM:MobiDB-lite"		"ENSG00000257591; Expressed in ventricular zone and 94 other cell types or tissues.";	"H7C2C9; baseline and differential.";
ENSG00000188171	Q68DY1	reviewed	ZN626_HUMAN	Zinc finger protein 626	ZNF626	Homo sapiens (Human)	528			Krueppel C2H2-type zinc-finger protein family		SIMILARITY: Belongs to the krueppel C2H2-type zinc-finger protein family. {ECO:0000305}.	"ENSG00000188171; Expressed in buccal mucosa cell and 167 other cell types or tissues.";	"Q68DY1; baseline and differential.";
ENSG00000188171	M0QY39	unreviewed	M0QY39_HUMAN	Zinc finger protein 626	ZNF626	Homo sapiens (Human)	135						"ENSG00000188171; Expressed in buccal mucosa cell and 167 other cell types or tissues.";	"M0QY39; baseline and differential.";
ENSG00000198551	Q7L945	reviewed	ZN627_HUMAN	Zinc finger protein 627	ZNF627	Homo sapiens (Human)	461			Krueppel C2H2-type zinc-finger protein family		SIMILARITY: Belongs to the krueppel C2H2-type zinc-finger protein family. {ECO:0000305}.	"ENSG00000198551; Expressed in ganglionic eminence and 178 other cell types or tissues.";	"Q7L945; baseline and differential.";
ENSG00000198551	K7EJ27	unreviewed	K7EJ27_HUMAN	Zinc finger protein 627	ZNF627	Homo sapiens (Human)	17						"ENSG00000198551; Expressed in ganglionic eminence and 178 other cell types or tissues.";	"K7EJ27; baseline and differential.";
ENSG00000198551	K7EKY8	unreviewed	K7EKY8_HUMAN	Zinc finger protein 627	ZNF627	Homo sapiens (Human)	67						"ENSG00000198551; Expressed in ganglionic eminence and 178 other cell types or tissues.";	"K7EKY8; baseline and differential.";
ENSG00000198551	K7ELG4	unreviewed	K7ELG4_HUMAN	Zinc finger protein 627	ZNF627	Homo sapiens (Human)	58						"ENSG00000198551; Expressed in ganglionic eminence and 178 other cell types or tissues.";	"K7ELG4; baseline and differential.";
ENSG00000197483	Q5EBL2	reviewed	ZN628_HUMAN	Zinc finger protein 628	ZNF628	Homo sapiens (Human)	1059				COMPBIAS 262..280; /note="Pro residues"; /evidence="ECO:0000256|SAM:MobiDB-lite"; COMPBIAS 318..351; /note="Pro residues"; /evidence="ECO:0000256|SAM:MobiDB-lite"; COMPBIAS 653..669; /note="Pro residues"; /evidence="ECO:0000256|SAM:MobiDB-lite"		"ENSG00000197483; Expressed in sperm and 131 other cell types or tissues.";	"Q5EBL2; baseline and differential.";
ENSG00000197483	K7EL41	unreviewed	K7EL41_HUMAN	Zinc finger protein 628	ZNF628	Homo sapiens (Human)	101						"ENSG00000197483; Expressed in sperm and 131 other cell types or tissues.";	"K7EL41; baseline and differential.";
ENSG00000102870	Q9UEG4	reviewed	ZN629_HUMAN	Zinc finger protein 629 (Zinc finger protein 65)	ZNF629 KIAA0326 ZNF65	Homo sapiens (Human)	869			Krueppel C2H2-type zinc-finger protein family	COMPBIAS 22..39; /note="Basic and acidic residues"; /evidence="ECO:0000256|SAM:MobiDB-lite"; COMPBIAS 811..832; /note="Polar residues"; /evidence="ECO:0000256|SAM:MobiDB-lite"	SIMILARITY: Belongs to the krueppel C2H2-type zinc-finger protein family. {ECO:0000305}.	"ENSG00000102870; Expressed in tendon of biceps brachii and 196 other cell types or tissues.";	
ENSG00000221994	Q2M218	reviewed	ZN630_HUMAN	Zinc finger protein 630	ZNF630	Homo sapiens (Human)	657			Krueppel C2H2-type zinc-finger protein family		SIMILARITY: Belongs to the krueppel C2H2-type zinc-finger protein family. {ECO:0000305}.	"ENSG00000221994; Expressed in primordial germ cell in gonad and 123 other cell types or tissues.";	"Q2M218; baseline and differential.";
ENSG00000221994	A0A087WXA8	unreviewed	A0A087WXA8_HUMAN	Zinc finger protein 630	ZNF630	Homo sapiens (Human)	643						"ENSG00000221994; Expressed in primordial germ cell in gonad and 123 other cell types or tissues.";	"A0A087WXA8; baseline and differential.";
ENSG00000221994	A0A0D9SER6	unreviewed	A0A0D9SER6_HUMAN	Zinc finger protein 630	ZNF630	Homo sapiens (Human)	200			Krueppel C2H2-type zinc-finger protein family		SIMILARITY: Belongs to the krueppel C2H2-type zinc-finger protein family. {ECO:0000256|ARBA:ARBA00006991}.	"ENSG00000221994; Expressed in primordial germ cell in gonad and 123 other cell types or tissues.";	"A0A0D9SER6; baseline and differential.";
ENSG00000221994	A0A6E1WMD9	unreviewed	A0A6E1WMD9_HUMAN	Zinc finger protein 630	ZNF630	Homo sapiens (Human)	80			Krueppel C2H2-type zinc-finger protein family		SIMILARITY: Belongs to the krueppel C2H2-type zinc-finger protein family. {ECO:0000256|ARBA:ARBA00006991}.	"ENSG00000221994; Expressed in primordial germ cell in gonad and 123 other cell types or tissues.";	"A0A6E1WMD9; baseline and differential.";
ENSG00000221994	B2ZWG8	unreviewed	B2ZWG8_HUMAN	Zinc finger protein 630	ZNF630	Homo sapiens (Human)	214			Krueppel C2H2-type zinc-finger protein family		SIMILARITY: Belongs to the krueppel C2H2-type zinc-finger protein family. {ECO:0000256|ARBA:ARBA00006991}.	"ENSG00000221994; Expressed in primordial germ cell in gonad and 123 other cell types or tissues.";	"B2ZWG8; baseline and differential.";
ENSG00000221994	B2ZWG9	unreviewed	B2ZWG9_HUMAN	Zinc finger protein 630	ZNF630	Homo sapiens (Human)	40						"ENSG00000221994; Expressed in primordial germ cell in gonad and 123 other cell types or tissues.";	"B2ZWG9; baseline and differential.";
ENSG00000221994	F8WCH7	unreviewed	F8WCH7_HUMAN	Zinc finger protein 630	ZNF630	Homo sapiens (Human)	88			Krueppel C2H2-type zinc-finger protein family		SIMILARITY: Belongs to the krueppel C2H2-type zinc-finger protein family. {ECO:0000256|ARBA:ARBA00006991}.	"ENSG00000221994; Expressed in primordial germ cell in gonad and 123 other cell types or tissues.";	"F8WCH7; baseline and differential.";
ENSG00000121864	Q9UID6	reviewed	ZN639_HUMAN	Zinc finger protein 639 (Zinc finger protein ANC_2H01) (Zinc finger protein ZASC1)	ZNF639 ZASC1	Homo sapiens (Human)	485			Krueppel C2H2-type zinc-finger protein family		SIMILARITY: Belongs to the krueppel C2H2-type zinc-finger protein family. {ECO:0000305}.	"ENSG00000121864; Expressed in cortical plate and 183 other cell types or tissues.";	"Q9UID6; baseline and differential.";
ENSG00000121864	C9IZP0	unreviewed	C9IZP0_HUMAN	Zinc finger protein 639	ZNF639	Homo sapiens (Human)	137						"ENSG00000121864; Expressed in cortical plate and 183 other cell types or tissues.";	"C9IZP0; baseline and differential.";
ENSG00000121864	C9J3R1	unreviewed	C9J3R1_HUMAN	Zinc finger protein 639	ZNF639	Homo sapiens (Human)	130						"ENSG00000121864; Expressed in cortical plate and 183 other cell types or tissues.";	"C9J3R1; baseline and differential.";
ENSG00000121864	J3KR59	unreviewed	J3KR59_HUMAN	Zinc finger protein 639	ZNF639	Homo sapiens (Human)	216						"ENSG00000121864; Expressed in cortical plate and 183 other cell types or tissues.";	"J3KR59; baseline and differential.";
ENSG00000121864	J3KR68	unreviewed	J3KR68_HUMAN	Zinc finger protein 639	ZNF639	Homo sapiens (Human)	288						"ENSG00000121864; Expressed in cortical plate and 183 other cell types or tissues.";	"J3KR68; baseline and differential.";
